ID,word,translation,rating
2629,tick,"делать отметку, ставить птичку, галочку тиканье жужжание, гудение дар (сердца) галочка, метка, отметка, птичка [ tɪk ]",0
279,archway,проход под аркой; сводчатый проход [ 'ɑːʧweɪ ],0
2092,tempt,"соблазнять, искушать; прельщать, привлекать, притягивать уговаривать, склонять; [ tempt ]",0
1520,thirsty,"томимый жаждой, испытывающий жажду иссохший, выжженный, высохший расходующий много горючего (о машинах) [ 'θɜːstɪ ]",0
752,chappie,"паренёк, парнишка, мальчуган Syn: laddie [ 'ʧæpɪ ]",0
43,cloaks,плащи,0
2640,vice versa,"наоборот; обратно, противоположно [ ˌvaɪsɪ'vɜːsə ]",0
434,ring (rang),"раздаваться, слышаться, доноситься кольцо окружать, [ rɪŋ ][ ræŋ ]",0
1538,twist,"about,around крутиться, вращаться, поворачиваться обвивать, обхватывать скручивать, сплетать виться, изгибаться переплетаться, объединяться разг. обманывать пролезть, пробраться пробежать, промелькнуть танцевать твист (up) -менять смысл, перевирать гримаса, искривление вывих мошенничество, надувательство витой хлеб верёвка коктейль;[ twɪst ]",0
1408,lank,"гладкие, невьющиеся; прилизанные (волосы) вялый, дряблый, отвислый; ввалившийся, впалый [ læŋk ]",0
158,piercing,"пронизывающий, прокалывающий",0
1177,hastily,"поспешно, в спешке, на бегу; второпях, наспех опрометчиво, поспешно, в сердцах, вспылив; сгоряча [ 'heɪstɪlɪ ]",0
307,chatter,щебетать; стрекотать (о птицах) дребезжать стучать зубами (от холода) [ 'ʧætə ],0
2501,censure,"порицать, осуждать ,неодобрение, осуждение, порицание [ 'sen(t)ʃə ]",0
2069,scenery,"вид, пейзаж; ландшафт (театральные) декорации сцены [ 'siːn(ə)rɪ ]",0
2667,captivity,"плен; пленение, захват [ kæp'tɪvətɪ ]",0
1954,clammy,"холодный и влажный на ощупь вязкий, тягучий клейкий, липкий, вязкий вялый, неторопливый, медлительный неприветливый, лишённый человеческой теплоты [ 'klæmɪ ]",0
2197,maddening,сводящий с ума maddening pain — безумная боль [ 'mæd(ə)nɪŋ ],0
2181,imperceptible,"незаметный, незначительный [ ˌɪmpə'septəbl ]",0
527,be in for,ему предстоит большой сюрприз (he is in for a big surprise) [],0
2104,"waster, wastrel","бездельник; никчёмный человек,расточитель, мот, транжир острога; гарпун [ 'weɪstə ] [ 'weɪstr(ə)l ]",0
1869,pursue,"преследовать (кого-л.) ; гнаться, бежать (за) добиваться выполнять, совершать; продолжать заниматься (ч.л.) предъявлять иск [ pə'sjuː ]",0
1527,to be on tenterhooks,сидеть как на иголках; мучиться неизвестностью; to keep smb. on tenterhooks — держать кого-л. в состоянии неизвестности или беспокойства [ 'tentəhuks ],0
1849,muscle,"мускул, мышца вторгаться, врываться силой [ 'mʌsl ]",0
2520,convey,"выражать, передавать (мысль) перевозить, переправлять передавать сообщать,передавать имущество, право [ kən'veɪ ]",0
1378,generous,"щедрый великодушный, благородный, добрый обильный, изобильный, богатый интенсивный, густой благородный, с изысканным букетом [ 'ʤen(ə)rəs ]",0
1713,skulk,"расться, подкрадываться;увиливать, уклоняться от работы избегать (чего-л.) [ skʌlk ]",0
2448,skull,"череп разг. голова, башка ударить по голове [ skʌl ]",0
384,lane,"узкая дорога, тропинка, [ leɪn ]",0
1743,torpor,"неподвижность, онемелость, оцепенение апатия, безразличие, индифферентность тупость [ 'tɔːpə ]",0
271,wounded,раненый [wu:ndid],0
357,garlic,чеснок [ 'gɑːlɪk ],0
1667,mock up,делать копию [],0
1629,forfeit,"проиграть, поплатиться чем-л.; лишиться чего-л. конфисковать, реквизировать конфискация, изъятие (чего-л.) [ 'fɔːfɪt ]",0
587,fill in,предоставлять информацию о (чём-л.) заполнять замещать разрабатывать (детали и т. п.) [],0
1211,necklace,"ожерелье петля, ошейник [ 'nekləs ]",0
2523,damning,"неодобрение, осуждение, порицание; проклятие брань, сквернословие, ругань влекущий за собой осуждение убийственный; гибельный [ 'dæmɪŋ ]",0
1978,despite,"несмотря на, вопреки чему-л. злоба, злость; презрение, пренебрежение Syn: in spite of [ dɪ'spaɪt ]",0
2227,rampage,"неистовствовать, буйствовать, бушевать; метаться неистовство, ярость; буйство [ ræm'peɪʤ ]",0
667,saliva,слюна [ sə'laɪvə ],0
1357,doctor,"лечить, врачевать врач, доктор законник, законовед (учёная степень) разг. мастер по ремонту ремонтировать, чинить [ 'dɔktə ]",0
103,groan,"стон скрип (двери, мебели) ; треск (рассохшегося дерева) [ grəun ]",0
1966,crescent,"полумесяц, неполная луна, серп луны рогаликрастущий; возрастающий;[ 'kres(ə)nt ]",0
992,conduct,"поведение руководство, управление сопровождать, сопутствовать дирижировать [ 'kɔndʌkt ]",0
1046,pineapple,"ананас ручная граната, разг. пособие по безработице [ 'paɪnæpl ]",0
2128,bury,"похоронить, предать забвению ; in(to) погружать; скрывать, прятать погружаться; прятаться, скрываться,[ 'berɪ ]",0
2331,draw aside,отводить в сторону отходить в сторону; отодвигаться [],0
820,harness,"инвентарь, снаряжение такелаж упряжь, сбруя ремни безопасности ремни (на парашюте) поводок доспехи [ 'hɑːnɪs ], [ -nəs ]",0
605,grapple,"бороться; схватиться, сцепиться [ 'græpl ]",0
1083,tidy,"аккуратный, опрятный, чистый салфетка убирать, приводить в порядок приводить себя в порядок [ 'taɪdɪ ]",0
1334,burp,"рыгать отрыжка, рыгание [ bɜːp ]",0
37,caught,the past tense and past participle of catch [kɔ:t],0
854,meddling,вмешательство [ 'medlɪŋ ],0
1968,crony,"близкий, закадычный друг [ 'krəunɪ ]",0
716,tug,"тащить, дёргать с усилием прилагать усилия буксировать, тянуть ,рывок, тянущее усилие амер. канат, верёвка [ tʌg ]",0
2639,vertebrate,позвоночное животное позвоночный [ 'vɜːtɪbreɪt ],0
411,pelt,"бросать (в кого-л.) ; забрасывать (камнями, грязью) ; обстреливать [ pelt ]",0
1972,decay,"гнить, разлагаться разрушаться, ветшать угасать, расстраиваться, иссякать приходить в упадок разложение, упадок; распад [ dɪ'keɪ ]",0
2410,pity,"жалость, сожаление, сострадание печальный факт жалеть, соболезновать [ 'pɪtɪ ]",0
1518,tensely,"с напряжением, напряжённо туго, крепко, плотно [ 'ten(t)slɪ ]",0
2292,acorn,жёлудь [ 'eɪkɔːn ],0
2315,concern,"беспокойство, озабоченность, настороженность, интерес, участие, проблема; вопрос, требующий решения;[ kən'sɜːn ]",0
2711,eventual,"возможный, могущий случиться; конечный, окончательный [ ɪ'venʧuəl ], [ -tju- ]",0
880,puffing,"сопение, хлюпанье [ 'pʌfɪŋ ]",0
2188,lesser,прил.; сравн. ст. от little меньший the lesser of two evils — меньшее из двух зол малый [ 'lesə ],0
1271,strut,"ходить с важным, напыщенным видом важная или неестественная походка медленный танец со сложными движениями, нести, поддерживать, подпирать [ strʌt ]",0
1190,jumble,"куча разных вещей, предметов, беспорядок, путаница; круглая сдобная пышка; пирожное кольцо; беспорядке; сваливать без разбора в одну кучу, сбивать с толку, запутывать; ошарашивать,взбивать, перемешивать [ 'ʤʌmbl ]",0
580,element,"стихия элемент фактор, (Percy was in his element.)[ 'elɪmənt ], [ 'elə- ]",0
562,curl up,"свернулась скручиваться, сморщиваться поразить, нанести удар испытать потрясение помирать со смеху [ kɜːl ]",0
1082,throwing caution to the winds,[],0
2487,almond,миндаль миндальный [ 'ɑːmənd ],0
2362,ill assorted,плохо пдобранных. разнородных [],0
2642,warehouse,"товарный склад; пакгауз большой магазин помещать в склад; хранить на складе сажать в тюрьму помещать в психиатрическую лечебницу,[ 'weəhaus ]",0
1564,aftermath,последствия (событий) с.-х. второй укос [ 'ɑːftəmɑːθ ],0
1930,watchful,"бдительный; настороженный, осторожный [ 'wɔʧf(ə)l ], [ -ful ]",0
2494,bamboo,бамбук бамбуковый [ bæm'buː ],0
2522,cue,"реплика знак, сигнал аллюзия, намёк подавать реплики [ kjuː ]",0
1901,sopping,"мокрый, промокший чрезвычайно; насквозь sopping wet — насквозь промокший [ 'sɔpɪŋ ]",0
521,ajar,"приоткрытый в разладе, в ссоре [ ə'ʤɑː ]",0
554,chortle,"фыркать, сдавленно смеяться сдавленный смех [ 'ʧɔːtl ]",0
1708,shrewd,"проницательный, прозорливый; умный, рассудительный практичный, трезвый сообразительный, близкий к истине езкий, неприятный, режущий слух горестный, печальный; тяжёлый; опасный;[ ʃruːd ]",0
1042,offend,"обижать, оскорблять задевать; раздражать действовать против чего-л ; нарушить что-л. соблазнять, сбивать с пути истинного [ ə'fend ]",0
886,resign,"уходить в отставку, подавать в отставку; оставлять пост отказываться (от) (to)передавать, перепоручать сдаваться; подчиняться, покоряться [ rɪ'zaɪn ]",0
1592,butt,"большая бочка стрельбищный вал; полигон, стрельбище мишень, цель комель, нижняя, наиболее толстая часть ствола дерева выпад, укол ударять головой, бодать грядка; борозда соединять впритык дверная петля [ bʌt ]",0
481,sweeping,"широкий; с большим охватом подметание, уборка [ 'swiːpɪŋ ]",0
1031,let down,"разочаровывать, подводить работать, не прилагая усилий; расслабляться []",0
2137,cur,"дворняжка, непородистая (злая) собака грубиян, хам, невоспитанный человек трус, малодушный человек [ kɜː ]",0
2280,wasting,"изнурительный (о болезни) опустошительный; опустошающий, разорительный wasting war — опустошительная война [ 'weɪstɪŋ ]",0
1578,banisters,перила banister [ 'bænɪstə ],0
1634,gilded,позолоченный [ 'gɪldɪd ],0
2412,pod,"стручок кожура, лузга, шелуха кокон брюхо залежь руды лущить (горох) небольшое стадо стайка (птиц) [ pɔd ]",0
2006,hulking,"гигантский, громадный, массивный неповоротливый, неуклюжий, нескладный [ 'hʌlkɪŋ ]",0
2830,ware,"гончарные изделия; керамика, керамические изделия молодь устриц шутл. женщины [ weə ]",0
1754,ward,"(off) отражать, отвращать (удар, опасность) помещать в больницу; сажать в тюрьму ;защищать, охранять ward off держать (кого-л.) на расстоянии опекунство, опека тюремная камера внутренний дворик административный район города [ wɔːd ]",0
71,dread,"ужас, благоговейный страх, трепет человек или предмет, внушающий ужас [ dred ]",0
1264,starve,"голодать, умирать от голода ( starve for) жаждать (чего-л.) , нуждаться в (чём-л.) уст. умирать; увядать, засыхать [ stɑːv ]",0
1820,hibernate,"находиться в зимней спячке спать, дремать; бездействовать, находиться в бездействии [ 'haɪbəneɪt ]",0
39,chase,"гнаться, преследовать; догонять [ ʧeɪs ]",0
768,crumpet,"сдобная лепёшка, пышка a bit of crumpet лакомый кусочек (об объекте сексуального влечения) [ 'krʌmpɪt ]",0
1534,"tufty,tufted","с хохолком растущий пучками, клочками [ 'tʌftɪd ]",0
428,ravine,"ущелье; лощина, овраг, ложбина; дефиле [ rə'viːn ]",0
2505,clay,"глина земля; ил, тина; грязь земной прах,поэт. человеческая плоть; тело clay court теннисный корт с грунтовым покрытием обмазывать глиной [ kleɪ ]",0
2219,poo,"каки, какашки ка-ка, каканье какать I want to do a poo. — Я хочу какать. dog poo — собачьи какашки [ puː ]",0
2173,head cold,насморк [],0
937,tear,"пронзать, прорезать; пробивать, слеза, рвать, разрывать, срывать, отрывать (out)отнимать; выхватывать причинять страдания, мучить, беспокоить атаковать, набрасываться впиваться; вгрызаться энергично браться за разрывание дырка, прореха спешка;отрыв, веселье, кутёж; капля (росы) [ teə ]",0
1449,pot,"горшок, котелок, кастрюля банка, кружка pots of money большая сумма денег лошадь-фаворит собирать, концентрировать, сосредотачивать класть в горшок, котелок варить в котелке [ pɔt ]",0
1985,excuse,"причина, оправдание, объяснение повод, предлог, отговорка; извинение справка от врача,извиняться, просить прощения освобождать (от), уйти, покинуть помещение [ ɪk'skjuːs ], [ ek's- ]",0
1847,moody,"легко поддающийся переменам настроения унылый, угрюмый; в дурном настроении [ 'muːdɪ ]",0
1457,putrid,"гнилой, прогнивший вонючий, грязный испорченный, извращённый, морально разложившийся предосудительный, [ 'pjuːtrɪd ]",0
1305,ankle,лодыжка уходить [ 'æŋkl ],0
1150,dodgy,"хитроумный, запутанный, изворотливый, ловкий; нечестный, с хитрецой непрочный, шаткий, сомнительный непредсказуемый, рискованный [ 'dɔʤɪ ]",0
695,stench,"вонь, зловоние тлетворный дух [ stenʧ ]",0
2814,the later then the former,второй чем первый [],0
569,dodge,"прятаться увиливать, хитрить, ловчить, маневрировать обман, уловка, хитрость; проделка обманное движение, финт увёртываться, уклоняться [ dɔʤ ]",0
1558,yak,"як болтать, трепаться болтовня, трёп; переливание из пустого в порожнее [ jæk ]",0
2837,yam,"батат, сладкий картофель [ jæm ]",0
1860,perplexed,"озадаченный, сбитый с толку, растерянный, ошеломлённый Syn: puzzled; запутанный, замысловатый, сложный [ pə'plekst ]",0
1285,underage,"несовершеннолетний; незрелый, юный совершаемый несовершеннолетними underage drinking [ ˌʌndə'eɪʤ ]",0
2660,authenticity,"аутентичность, достоверность, подлинность [ ˌɔːθen'tɪsətɪ ]",0
1525,tidal,"связанный с приливом и отливом; приливо-отливный; подверженный действию приливов периодический, чередующийся, перемежающийся [ 'taɪd(ə)l ]",0
1831,intimate,"близкий друг внутренний, глубокий, глубинный глубоко личный, интимный; объявлять, ставить в известность подразумевать намекать, вскользь упоминать [ 'ɪntɪmət ] [ 'ɪntɪmeɪt ]",0
1894,shove,"пихать; толкать толкаться отталкивать; (away / aside) отпихивать устранять, отстранять ;off / down сталкивать ;through проталкиваться, протискиваться ; подстёгивать совать; засовывать;on(to)) спихнуть (кому-л.); уходить; отправляться; убираться ;shove in the mouth — спиртное, выпивка ;[ ʃʌv ]",0
312,claw,коготь [ klɔː ],0
1431,mournfully,"уныло, угрюмо, печально, скорбно; мрачно [ 'mɔːnf((ə)lɪ ], [ -fulɪ ]",0
311,clap,хлопать; аплодировать [ klæp ],0
2444,shove over,"опрокидывать, валить []",0
725,whoosh,"пронестись со свистом, с шумом; промчаться [ (h)wuʃ ]",0
2783,prosperous,"процветающий, преуспевающий, богатый, зажиточный, благоприятный попутный (о ветре) [ 'prɔsp(ə)rəs ]",0
1676,pluck,"дёргать; тащить выдёргивать, вырывать, выбивать щипать, перебирать обирать, грабить; обманывать силой утащить, выхватить заваливать (студента на экзамене) to pluck up one's heart / courage / spirits — собраться с духом, набраться храбрости [ plʌk ]",0
2686,contrived,"неестественный, напускной, натянутый Syn: far-fetched [ kən'traɪvd ]",0
1127,cabinet,"шкаф с выдвижными ящиками; ящик, футляр кабинет министров, правительство [ 'kæbɪnət ]",0
2447,sightless,"невидящий, слепой, незрячий невидимый, незримый вне пределов видимости [ 'saɪtləs ]",0
1806,fashion,"создавать придавать форму; изменяться, превращаться приспосабливать форма, очертания; покрой сорт, вид,[ 'fæʃ(ə)n ]",0
1308,attend,"посещать; присутствовать уделять внимание; (up)on) ухаживать за прислуживать, обслуживать сопровождать; сопутствовать [ ə'tend ]",0
1213,not to give a tinker's cuss; not to give a tinker's damn,"не волноваться (о чём-л.) , наплевать (на что-л.) []",0
398,mess about = mess around,"лодырничать, слоняться без дела, дурачиться, валять ваньку [ mes ]",0
1286,undertone,приглушённый голос подтекст; скрытый смысл; основное настроение рынка [ 'ʌndətəun ],0
672,shovel,"(pie into his mouth.)грести, сгребать, загребать перелопачивать землекоп [ 'ʃʌv(ə)l ]",0
269,wolfing down,за секунду съел ...,0
1169,goods,"требуемое, необходимое; то, что нужно ;товары; товар вещи, имущество ;улики; вещдоки; поличное [ gudz ]",0
1251,set off,"отправляться (в путь) намереваться (сделать что-л.) отделять; выделять, отмечать взрывать побуждать (к чему-л.) ; вызывать (что-л.) []",0
2539,embryo,"биол. зародыш, эмбрион зародыш, зачаточное состояние зачаточный, зародышевый;езрелый; несформировавшийся [ 'embrɪəu ]",0
1675,pixy,"= pixie, фея, эльф Syn: elf, fairy [ 'pɪksɪ ]",0
1173,hag,"ведьма, карга, колдунья, чародейка [ hæg ]",0
1201,manor,(феодальное) поместье [ 'mænə ],0
1517,teething,прорезывание (зубов) [ 'tiːðɪŋ ],0
1607,detergent,"очищающее, моющее средство;моющий, очищающий [ dɪ'tɜːʤ(ə)nt ]",0
1829,infirmary,"изолятор; лазарет Syn: field hospital, sick quarters [ ɪn'fɜːm(ə)rɪ ]",0
1335,canopy,"балдахин; полог, навес, тент купол (парашюта) укрывать, покрывать балдахином, навесом [ 'kænəpɪ ]",0
1412,late,"поздний; запоздалый покойный, недавно умерший [ leɪt ]",0
368,ham,"ветчина, окорок [ hæm ]",0
352,fume,"резкий, сильный запах, аромат дым, газы, испарение [ fjuːm ]",0
1533,trundle,"катиться, ехать везти быстро или легко передвигаться отправляться, уходить колёсико, ролик качение тележка [ 'trʌndl ]",0
2180,immense,"безмерный, очень большой, огромный обширный, очень просторный, необъятный; беспредельный, бесконечный классный, крутой, потрясающий [ ɪ'men(t)s ]",0
2057,ravenous,"жадный, алчный прожорливый, ненасытный очень голодный, изголодавшийся [ 'ræv(ə)nəs ]",0
1130,chest,"ящик; коробка, сундук; вместилище грудная клетка казна; касса; фонд, складывать в ящик; убирать, прятать, припрятывать [ ʧest ]",0
1436,nonplussed,"удивлённый, смущённый [ ˌnɔn'plʌst]",0
2761,pastime,"времяпрепровождение, развлечение, забава, увеселение; игра [ 'pɑːstaɪm ]",0
262,wash,"мыть; отмывать, смывать, промывать",0
2080,stagecoach,"(многоместная) почтовая карета, дилижанс (для регулярной перевозки пассажиров и почты) [ 'steɪʤkəuʧ ]",0
1844,merit,"заслуживать, быть достойным быть представленным к награде поведение, заслуживающее одобрения,достоинство, добродетель заслуга [ 'merɪt ]",0
2248,solicitor,"солиситор, стряпчий адвокат,подготавливающий дела для барристера и выступающий только в судах низшей инстанции, агент фирмы по распространению заказов, коммивояжёр главный юрисконсульт муниципалитета [ sə'lɪsɪtə ]",0
1568,ancestral,"наследственный, потомственный, родовой, фамильный [ æn'sestr(ə)l ]",0
233,swig,большой глоток (спиртного) [ swɪg ],0
303,carelessly,"неосторожно, беспечно, легкомысленно халатно, невнимательно, кое-как [ 'keələslɪ ]",0
1358,double up,"складывать вдвое скрючиваться, сгибаться []",0
1410,lash,"рывок, стремительное движение хлестать, стегать,плеть; бич; сильно ударять набрасываться, нападать возбуждать, приводить в возбуждённое состояние together крепко связывать [ læʃ ]",0
958,wart,"бородавка разг.; пренебр. неприятный, несносный человек [ wɔːt ]",0
2295,assume,"принимать, брать на себя присваивать, забирать в пользование допускать, предполагать вести себя самонадеянно, высокомерно [ ə's(j)uːm ]",0
882,rattle,"трещать, грохотать; греметь (посудой, ключами и т. п.) ; дребезжать; сильно стучать [ 'rætl ]",0
717,turn out,"оказываться заканчиваться (чем-л.) наводить порядок, чистоту, убирать вставать выключать (газ) []",0
981,blister,"покрываться волдырями, пузырями подвергать резкой критике, разносить в пух и прах волдырь, водяной пузырь раковина (в металле) ; [ 'blɪstə ]",0
281,babble,бормотание лепет болтовня [ 'bæbl ],0
2051,prang,"столкновение, авария, катастрофа бомбардировка врезаться; разбить (об автомобиле) совершить аварийную посадку; разбить самолёт [ præŋ ]",0
1600,contort,"искривлять; деформировать искажать Syn: deform, distort [ kən'tɔːt ]",0
1312,banish,"изгонять, ссылать прогонять отгонять (мысли) banish from one's mind [ 'bænɪʃ ]",0
330,dried,высушенный; засохший; сухой; сушёный [ draɪd ],0
2261,tinsel,"блёстки, мишура ткань с блестящей нитью мишурный; показной украшать мишурой, блёстками придавать внешний лоск, блеск [ 'tɪn(t)s(ə)l ]",0
2466,trespass,"(up)on) посягать, злоупотреблять, причинять вред противоправно нарушать владение злоупотребление, посягательство [ 'trespəs ]",0
1740,thicket,чаща; заросли [ 'θɪkɪt ],0
506,wave,"махать, размахивать в разные стороны (обычно угрожающе) [ weɪv ]",0
826,hitch,"буксовать продвигать вперёд толчками подтягивать; задержка, заминка, неполадка, помеха, препятствие рывок, толчок путешествие автостопом амер. ; = get hitched up жениться впрягать, запрягать [ hɪʧ ]",0
1727,stark,"полностью, целиком, совершенно, абсолютно ;сильный, неистовый; строгий, суровый непреклонный, стойкий, решительный, сильный голый, нагой пустой [ stɑːk ]",0
531,bellow,"орать; вопить, рычать (о человеке) крик, вопль, рёв (человека) [ 'beləu ]",0
1234,prudent,"благоразумный, предусмотрительный, разумный, рассудительный сдержанный, скромный бережливый, расчётливый, экономный осведомлённый [ 'pruːd(ə)nt ]",0
217,stare,"уставился, смотрел",0
414,pheasant,фазан [ 'fez(ə)nt ],0
694,steady,"придавать устойчивость стабилизировать устойчивый; прочный, твёрдый неизменный, неизменяемый [ 'stedɪ ]",0
1193,limelight,"часть сцены у рампы свет рампы ярко освещать, освещать с помощью друммондова света привлекать внимание [ 'laɪmlaɪt ]",0
2387,pail,ведро; бадья; кадка slop pail — помойное ведро [ peɪl ],0
207,snigger,"хихикать, посмеиваться; давиться от смеха [snigǝ]",0
649,ought to,выражает долженствование I ought to pay our debts. — Я должен заплатить наши долги. [ ɔːt ],0
2528,disease,болезнь поражать (о болезни) ; вызывать болезнь [ dɪ'ziːz ],0
2313,churchyard,"церковное кладбище, погост церковный двор [ 'ʧɜːʧjɑːd ]",0
2449,slither,"ползти (о рептилиях) скользить, плавно передвигаться; соскальзывать скользить, мчаться, нестись [ 'slɪðə ]",0
509,wheeze,"тяжёлое дыхание, одышка, сопение, хрип [ (h)wiːz ]",0
1032,loathe,"ненавидеть( hate, detest ) питать отвращение, чувствовать отвращение; не выносить [ ləuð ]",0
1346,dashing,"стильный лихой, удалой; быстрый, скорый, стремительный живой, энергичный; сильный, интенсивный [ 'dæʃɪŋ ]",0
1465,restorative,"тонизирующий, укрепляющий; восстановительный [ rɪ'stɔrətɪv ]",0
2542,endorse,"расписываться на обороте документа подтверждать, одобрять; поддерживать, рекомендовать [ ɪn'dɔːs ], [ en- ]",0
1445,pimply,"прыщавый, прыщеватый [ 'pɪmplɪ ]",0
1762,alike,"одинаковый; подобный, похожий точно так же, подобно, одинаково, похоже [ ə'laɪk ]",0
119,jerked,резко,0
1689,reprove,"упрекать, винить; бранить, делать выговор Syn: rebuke [ rɪ'pruːv ]",0
1964,corking,"замечательный, изумительный, потрясающий, удивительный [ 'kɔːkɪŋ ]",0
306,cauldron,"бак, котёл; котелок [ 'kɔːldr(ə)n ]",0
548,buzz,"состояние перевозбуждения повышенный интерес, внимание (к чему-л.) , суета (вокруг чего-л.) кайф, гудеть, жужжать [ bʌz ]",0
2302,befuddle,одурманивать; сбивать с толку [ bɪ'fʌdl ],0
2787,quotation,"цитирование цитата стоимостsuggestiveь, цена;котировка, курс [ kwə'teɪʃ(ə)n ]",0
1282,tray,"поднос то, что лежит на подносе лёгкая закуска жёлоб, лоток поддон [ treɪ ]",0
35,cabbage,(кочанная) капуста,0
858,mossy,"болотистый, топкий мшистый; покрытый мхом реакционный; устаревший, несовременный [ 'mɔsɪ ]",0
2582,notorious,"пользующийся дурной славой; печально известный; пресловутый; отъявленный знакомый, известный общеизвестный, прославленный (о людях, достопримечательностях) [ nəu'tɔːrɪəs ]",0
2251,striving,"стремление; склонность, цель Syn: aspiration, libido, aspiring, objective, pursuit, tendency [ 'straɪvɪŋ ]",0
1045,palm,"ладонь пригоршня, горсть лопасть (весла) дотрагиваться, гладить разг. пожимать руку (кому-л.) брать, держать в руке, прятать в руке пальма,пальмовая ветвь победа, успех, триумф [ pɑːm ]",0
1837,limerick,"лимерик (шуточное стихотворение из пяти строк, где две первые рифмуются с последней; по названию города Лимерик в Ирландии;[ 'lɪm(ə)rɪk ]",0
415,phial,"пузырёк, склянка; бутылочка [ 'faɪəl ]",0
2591,pallet,"соломенная постель, соломенный тюфяк паллет, поддон, переносной поднос якорь телеграфного аппарата шпатель;лопатка [ 'pælɪt ]",0
2450,sodden,"промокший, влажный непропечённый, сырой переваренный, разваренный отупевший (от) сонный, вялый [ 'sɔd(ə)n ]",0
1854,ordeal,суровое испытание terrible / trying ordeal — ужасное испытание [ ɔː'diːl ],0
823,hem,"ободок, кайма; край, кромка подогнутый и подшитый край одежды [ hem ]",0
2079,squawk,"громкий, пронзительный крик; вопль треск, взвизгивание громкая жалоба; протест вопить, пронзительно кричать доносить, стучать[ skwɔːk ]",0
1696,roller coaster,"американские горки (аттракцион) чередование взлётов и падений; резкий перепад, мгновенное изменение [ 'rəuləˌkəustə ]",0
2597,premise,"предпосылать; базировать, основывать ,исходное условие; предположение, допущение; предпосылка посылка здание владение; недвижимость (es) книжн. упомянутые выше пункты вступительная часть документа; вводная часть договора об аренде делать предварительные утверждения, замечания [ 'premɪs ][ prɪ'maɪz ]",0
2218,plinth,"плинтус , цоколь; постамент [ plɪnθ ]",0
1318,befoul,"пачкать, марать; осквернять ( profane, desecrate ) [ bɪ'faul ]",0
1180,hex,"сглаз, колдовство, злые чары ;колдунья, чародейка; гадалка, ведьма ;дурной знак, дурное предзнаменование; заколдовывать, привораживать сглазить [ heks ]",0
2519,controversial,"спорный, сомнительный; дискуссионный любящий спорить, склонный к полемике [ ˌkɔntrə'vɜːʃ(ə)l ]",0
149,pale,бледный [ peɪl ],0
1199,lousy,"вшивый , больной; мерзкий, паршивый ,низкий, подлый, отвратительный [ 'lauzɪ ]",0
2603,redevelopment,"изменение, перестройка, преобразование, реконструкция [ ˌriːdɪ'veləpmənt ]",0
1565,aggravating,"раздражающий, невыносимый; досадный; надоедливый ухудшающий, усугубляющий [ 'ægrəveɪtɪŋ ]",0
1221,pest,"вредитель, паразит неприятность, досада, беспокойство; бич, бедствие уст. мор, чума [ pest ]",0
2299,batter,"сильно бить, колотить; избивать грубо обращаться разрушать, повреждать испортить форму (ударами ) подвергать суровой критике, громить вести массированный артиллерийский огонь склон насыпи; откос [ 'bætə ]",0
2402,pick off,"собирать, снимать; рвать, срывать (цветы, фрукты) снять (выстрелом) ; перестрелять разобрать игроков []",0
2458,swoon,"обморок падать в обморок замирать (о звуке) потерять голову, впадать в экстаз [ swuːn ]",0
772,dangling,"висящий, свисающий, болтающийся бездельничающий, праздный любящий ухаживать, волочиться за женщинами [ 'dæŋglɪŋ ]",0
2568,insightful,"проницательный [ 'ɪnsaɪtf(ə)l ], [ -ful ]",0
1062,slope,"спуск наклон, уклон клониться; иметь наклон; опускаться или подниматься наклонно slope off удрать; улизнуть [ sləup ]",0
2470,veiled,"закрытый вуалью, чадрой, покрывалом завуалированный с хрипотцой (о голосе) [ veɪld ]",0
510,whimper,"хныкать, ныть [ '(h)wɪmpə ]",0
1598,coast,"горизонт; пространство, находящееся в поле зрения морское побережье ;курсировать, плавать вдоль побережья спускаться с наклонной плоскости делать (что-л.) без особых усилий [ kəust ]",0
2805,starling,"скворец водорез, волнорез; ледорез [ 'stɑːlɪŋ ]",0
687,something you couldn’t learn by heart,"(by heart) наизусть, на память [ hɑːt ]",0
1307,apparently,"очевидно, несомненно вероятно, видимо, предположительно, по всей видимости [ ə'pær(ə)ntlɪ ]",0
1623,eradication,"искоренение, уничтожение выпалывание (сорняков) [ ɪˌrædɪ'keɪʃ(ə)n ]",0
1113,apprehensively,"трусливо, малодушно; нерешительно [ ˌæprɪ'hen(t)sɪvlɪ ]",0
2359,hand in,подавать; возвращать помочь войти (в автобус и т. п.) [],0
2286,worship,"поклоняться, почитать благоговеть, боготворить посещать церковь поклонение, почитание вероисповедание, богослужение, культ [ 'wɜːʃɪp ]",0
627,lawn,"газон, лужайка батист [ lɔːn ]",0
1659,lob,"зашвырнуть, бросить высоко подбрасывать идти или бежать тяжело, неуклюже высокий мягкий удар; высоко брошенный мяч густая жидкость [ lɔb ]",0
1803,entrancing,"чарующий; красивый, очаровательный [ ɪn'trɑːn(t)sɪŋ ]; амер. [ en'træn(t)sɪŋ ]",0
923,stifling,душный [ 'staɪflɪŋ ],0
406,pant,"задыхаться, часто и тяжело дышать, бежать или идти часто и тяжело дыша [ pænt ]",0
299,bungler,"плохой работник, сапожник; растяпа [ 'bʌŋglə ]",0
